epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8390601277351379,0.0010000000474974513,0.2533790171146393,0.9428231120109558,0.15238270163536072
1,0.9697684645652771,0.0010000000474974513,0.07373026758432388,0.9652571082115173,0.09296685457229614
2,0.984368085861206,0.0010000000474974513,0.041587769985198975,0.95652174949646,0.12514100968837738
3,0.9859411120414734,0.0010000000474974513,0.037341151386499405,0.9420289993286133,0.19903266429901123
4,0.9892346262931824,0.0010000000474974513,0.02783074788749218,0.9525511264801025,0.1845344603061676
5,0.992577314376831,0.00010000000474974513,0.017526324838399887,0.9529482126235962,0.16769695281982422
6,0.9934621453285217,0.00010000000474974513,0.015076209791004658,0.9563232064247131,0.1557183563709259
7,0.9943960905075073,0.00010000000474974513,0.015023427084088326,0.959499716758728,0.1469166874885559
8,0.994445264339447,1.0000000656873453e-05,0.01409141905605793,0.9593011736869812,0.14590010046958923
9,0.9945435523986816,1.0000000656873453e-05,0.013700295239686966,0.9593011736869812,0.1469680219888687
10,0.995280921459198,1.0000000656873453e-05,0.012529567815363407,0.9598967432975769,0.14532600343227386
11,0.9962641000747681,1.0000001111620804e-06,0.011656444519758224,0.9598967432975769,0.14492207765579224
