epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8748955130577087,0.2241370528936386,0.001,0.9446098804473877,0.15245336294174194
1,0.9682937860488892,0.0791245624423027,0.001,0.9549334645271301,0.11903629451990128
2,0.9781743288040161,0.05580737069249153,0.001,0.9557276368141174,0.13606582581996918
3,0.9834832549095154,0.04500066488981247,0.001,0.9610879421234131,0.11490989476442337
4,0.9873175024986267,0.03532802686095238,0.001,0.9652571082115173,0.10096517950296402
5,0.9898736476898193,0.02779388800263405,0.001,0.9465951919555664,0.17631511390209198
6,0.9890871644020081,0.029417339712381363,0.001,0.9497717022895813,0.18854674696922302
7,0.991151750087738,0.02292218990623951,0.001,0.9561246633529663,0.16162259876728058
8,0.9920365810394287,0.018424607813358307,0.000100000005,0.9567202925682068,0.14620642364025116
9,0.9938062429428101,0.015818895772099495,0.000100000005,0.9585070610046387,0.13976731896400452
10,0.9927739500999451,0.016900544986128807,0.000100000005,0.9573158621788025,0.14356958866119385
11,0.9946910738945007,0.015636155381798744,1.0000001e-05,0.9567202925682068,0.14428162574768066
12,0.994248628616333,0.01520492322742939,1.0000001e-05,0.9567202925682068,0.14534975588321686
13,0.994838535785675,0.015146934427320957,1.0000001e-05,0.9573158621788025,0.14241939783096313
14,0.994641900062561,0.013724532909691334,1.0000001e-06,0.95652174949646,0.14576101303100586
