epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5820675492286682,0.660553514957428,0.001,0.5056581497192383,0.8096410632133484
1,0.6439070105552673,0.5984151363372803,0.001,0.593011736869812,0.6653180718421936
2,0.6753674745559692,0.5585600733757019,0.001,0.6011514663696289,0.6975091099739075
3,0.6865752339363098,0.5480080246925354,0.001,0.5537025928497314,0.7497947812080383
4,0.7047632932662964,0.5345373153686523,0.001,0.5439745783805847,0.751751720905304
5,0.713070809841156,0.5216996669769287,0.000100000005,0.5443716645240784,0.7479466199874878
6,0.7109079360961914,0.5170288681983948,0.000100000005,0.5453643202781677,0.7437321543693542
7,0.7147913575172424,0.513270914554596,0.000100000005,0.5548937916755676,0.7398760318756104
8,0.7192646265029907,0.5124987959861755,1.0000001e-05,0.557474672794342,0.7369021773338318
9,0.7222631573677063,0.5040009617805481,1.0000001e-05,0.5580703020095825,0.7365452647209167
10,0.7200019955635071,0.5041263699531555,1.0000001e-05,0.5548937916755676,0.7420804500579834
11,0.7205426692962646,0.5078814625740051,1.0000001e-06,0.5604526400566101,0.7320662140846252
