epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7672417759895325,0.4087785482406616,0.001,0.7591820359230042,0.41833314299583435
1,0.8057808876037598,0.32294708490371704,0.001,0.8864403367042542,0.2558597922325134
2,0.8317849040031433,0.29234352707862854,0.001,0.8691681623458862,0.278359055519104
3,0.8362089991569519,0.2817496061325073,0.001,0.874131441116333,0.2650088667869568
4,0.8542987704277039,0.265127569437027,0.001,0.8713520169258118,0.2738516926765442
5,0.8572973608970642,0.2523011267185211,0.000100000005,0.8691681623458862,0.27700692415237427
6,0.8604925274848938,0.24866358935832977,0.000100000005,0.8749255537986755,0.2695716917514801
7,0.8626062870025635,0.2452947050333023,0.000100000005,0.8729402422904968,0.27537810802459717
8,0.8690458536148071,0.24469277262687683,1.0000001e-05,0.8733373284339905,0.27220889925956726
9,0.8650641441345215,0.24985584616661072,1.0000001e-05,0.8719475865364075,0.2763267755508423
10,0.8656540513038635,0.24277332425117493,1.0000001e-05,0.8709549307823181,0.27657562494277954
11,0.8656540513038635,0.2416389286518097,1.0000001e-06,0.8715505003929138,0.2772216200828552
