epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7790886163711548,0.37742555141448975,0.001,0.8159618973731995,0.4112330973148346
1,0.9038490056991577,0.2078477442264557,0.001,0.8858447670936584,0.27648821473121643
2,0.9271494150161743,0.16287201642990112,0.001,0.9001389741897583,0.22567704319953918
3,0.9365383386611938,0.1414542943239212,0.001,0.9015287160873413,0.23722781240940094
4,0.9455832242965698,0.12308935821056366,0.001,0.9066904783248901,0.22247695922851562
5,0.9504006505012512,0.11145105212926865,0.001,0.913241982460022,0.2123935967683792
6,0.9552671909332275,0.10433069616556168,0.001,0.9275362491607666,0.17504924535751343
7,0.9564469456672668,0.09908746927976608,0.001,0.9307126998901367,0.1651816964149475
8,0.9607235789299011,0.09135539084672928,0.001,0.9275362491607666,0.18987002968788147
9,0.9653934836387634,0.08546184003353119,0.001,0.9305142164230347,0.18257208168506622
10,0.9666224122047424,0.08126530051231384,0.001,0.9305142164230347,0.19114582240581512
11,0.9672123193740845,0.0705336481332779,0.000100000005,0.9323009848594666,0.18516749143600464
12,0.9707024693489075,0.06727432459592819,0.000100000005,0.928528904914856,0.19496208429336548
13,0.9753723740577698,0.05701499804854393,0.000100000005,0.9303156733512878,0.19123999774456024
14,0.9726687073707581,0.05895863473415375,1.0000001e-05,0.9281318187713623,0.19703476130962372
15,0.9748808145523071,0.05972512066364288,1.0000001e-05,0.9307126998901367,0.19273579120635986
16,0.9739959836006165,0.06048404797911644,1.0000001e-05,0.9309112429618835,0.19081278145313263
17,0.9762080311775208,0.06186562776565552,1.0000001e-06,0.9324995279312134,0.18722179532051086
