epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9224794507026672,0.0010000000474974513,0.1412258744239807,0.9813380837440491,0.08307089656591415
1,0.9959691166877747,0.0010000000474974513,0.01756948232650757,0.9934484958648682,0.026808731257915497
2,0.9962149262428284,0.0010000000474974513,0.011896771378815174,0.9978161454200745,0.009767820127308369
3,0.9957233667373657,0.0010000000474974513,0.011564983986318111,0.9988088011741638,0.006624437402933836
4,0.9977879524230957,0.0010000000474974513,0.006110301241278648,0.998610258102417,0.005391816142946482
5,0.997148871421814,0.0010000000474974513,0.007471771445125341,0.9988088011741638,0.0036753483582288027
6,0.9974438548088074,0.0010000000474974513,0.009955835528671741,0.9994044303894043,0.001988070784136653
7,0.998181164264679,0.0010000000474974513,0.004854702390730381,0.9992058873176575,0.003785701235756278
8,0.998771071434021,0.0010000000474974513,0.0035962406545877457,1.0,0.00045202780165709555
9,0.9997050762176514,0.0010000000474974513,0.0010758349671959877,0.9998014569282532,0.0006610344862565398
10,0.999557614326477,0.0010000000474974513,0.001431298558600247,0.9998014569282532,0.0007792059914208949
11,0.9996559023857117,0.0010000000474974513,0.0010653645731508732,0.9990073442459106,0.0034343169536441565
12,0.999410092830658,0.00010000000474974513,0.0012751722242683172,1.0,0.00027320918161422014
13,0.999803364276886,0.00010000000474974513,0.0005812034942209721,1.0,0.00022833193361293525
14,0.9999508261680603,0.00010000000474974513,0.0005603514728136361,1.0,0.00020754133583977818
15,0.9999508261680603,0.00010000000474974513,0.0003869503561872989,1.0,0.00020685992785729468
16,0.9999508261680603,1.0000000656873453e-05,0.0003324957506265491,1.0,0.00020699498418252915
17,1.0,1.0000000656873453e-05,0.0003754019853658974,1.0,0.00020839589706156403
18,0.9999508261680603,1.0000000656873453e-05,0.0003089865786023438,1.0,0.0002140470314770937
19,0.9999508261680603,1.0000001111620804e-06,0.00028740099514834583,1.0,0.00021442430443130434
20,0.9999508261680603,1.0000001111620804e-06,0.0003574326983653009,1.0,0.00021174419089220464
21,0.9999017119407654,1.0000001111620804e-06,0.000483986601466313,1.0,0.00021001789718866348
22,1.0,9.999999974752427e-07,0.00023274404520634562,1.0,0.000210508267628029
23,1.0,9.999999974752427e-07,0.0003574469010345638,1.0,0.00021463879966177046
24,0.9999017119407654,9.999999974752427e-07,0.0003642025694716722,1.0,0.0002119224809575826
25,0.9999508261680603,9.999999974752427e-07,0.00046572371502406895,1.0,0.0002084667794406414
