epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7034852504730225,0.4922722280025482,0.001,0.7859837412834167,0.41716504096984863
1,0.7977191209793091,0.36113983392715454,0.001,0.8165574669837952,0.34373825788497925
2,0.8163496255874634,0.31874218583106995,0.001,0.8109986186027527,0.36030155420303345
3,0.8276065587997437,0.3032246232032776,0.001,0.7808219194412231,0.45920121669769287
4,0.8392075896263123,0.2840295135974884,0.001,0.791741132736206,0.41919612884521484
5,0.8434842228889465,0.2632847726345062,0.000100000005,0.7859837412834167,0.4373677372932434
6,0.8511035442352295,0.2574085593223572,0.000100000005,0.7889617085456848,0.4311533570289612
7,0.8535122871398926,0.25216144323349,0.000100000005,0.7933293581008911,0.42363467812538147
8,0.8564617037773132,0.24330784380435944,1.0000001e-05,0.7941234707832336,0.4273950457572937
9,0.8572973608970642,0.24362711608409882,1.0000001e-05,0.7939249277114868,0.42466291785240173
10,0.8565108180046082,0.2477007806301117,1.0000001e-05,0.7953146696090698,0.4259961247444153
11,0.8567566275596619,0.24660855531692505,1.0000001e-06,0.7971014380455017,0.4196736514568329
