epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8558717966079712,0.24559274315834045,0.001,0.9060949087142944,0.24935179948806763
1,0.9670648574829102,0.08158489316701889,0.001,0.9519555568695068,0.13503918051719666
2,0.9801897406578064,0.05110546201467514,0.001,0.9485805034637451,0.16405092179775238
3,0.9807796478271484,0.04666990414261818,0.001,0.9587056040763855,0.11824769526720047
4,0.9882515072822571,0.03162124380469322,0.001,0.9436172246932983,0.20306609570980072
5,0.9882515072822571,0.03171561285853386,0.001,0.9523525834083557,0.1441124975681305
6,0.9895787239074707,0.025733722373843193,0.001,0.9473893046379089,0.2099502682685852
7,0.9926756024360657,0.017918908968567848,0.000100000005,0.945602536201477,0.2146288901567459
8,0.9947401881217957,0.016268957406282425,0.000100000005,0.9467937350273132,0.20309525728225708
9,0.9949368238449097,0.012306638062000275,0.000100000005,0.9483819603919983,0.19320882856845856
10,0.9953792691230774,0.01358877681195736,1.0000001e-05,0.9481834173202515,0.1940617561340332
11,0.995280921459198,0.015180862508714199,1.0000001e-05,0.9481834173202515,0.1937583088874817
12,0.99488765001297,0.014053555205464363,1.0000001e-05,0.9479849338531494,0.19561029970645905
13,0.9953300952911377,0.012457475066184998,1.0000001e-06,0.9483819603919983,0.1911497563123703
