epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8045519590377808,0.36461421847343445,0.001,0.8842564821243286,0.27306509017944336
1,0.9031116366386414,0.2068435251712799,0.001,0.9313083291053772,0.17115724086761475
2,0.927444338798523,0.16263282299041748,0.001,0.9368671774864197,0.15272895991802216
3,0.9368333220481873,0.14012157917022705,0.001,0.9505658149719238,0.12605822086334229
4,0.9450916647911072,0.12379004806280136,0.001,0.9483819603919983,0.13453787565231323
5,0.9509904980659485,0.11350539326667786,0.001,0.9326980113983154,0.15677312016487122
6,0.9523668885231018,0.10788392275571823,0.001,0.9527496695518494,0.12220226973295212
7,0.9516295790672302,0.10510995984077454,0.001,0.9416319131851196,0.14353474974632263
8,0.9567910432815552,0.09984332323074341,0.001,0.9539408087730408,0.11793122440576553
9,0.9574792385101318,0.09581402689218521,0.001,0.95652174949646,0.10892488807439804
10,0.9583640694618225,0.09616733342409134,0.001,0.9485805034637451,0.12779287993907928
11,0.9617558717727661,0.0867612287402153,0.001,0.9402422308921814,0.1553451120853424
12,0.9629848003387451,0.08715257793664932,0.001,0.9583085179328918,0.11328086256980896
13,0.9705550074577332,0.0699266716837883,0.000100000005,0.95652174949646,0.11749369651079178
14,0.9702109098434448,0.06471099704504013,0.000100000005,0.9541393518447876,0.12535443902015686
15,0.9720296859741211,0.06425238400697708,0.000100000005,0.9583085179328918,0.11520079523324966
16,0.9746841788291931,0.06194786727428436,1.0000001e-05,0.9593011736869812,0.11277566850185394
17,0.9731111526489258,0.06577474623918533,1.0000001e-05,0.9583085179328918,0.11248589307069778
18,0.9736027121543884,0.0664566308259964,1.0000001e-05,0.9583085179328918,0.1165698692202568
19,0.9749791026115417,0.06111684814095497,1.0000001e-06,0.9571173191070557,0.11709661036729813
