epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6766946911811829,0.629570722579956,0.001,0.496128648519516,0.789989709854126
1,0.6957184076309204,0.5230226516723633,0.001,0.6478062272071838,0.6371740698814392
2,0.733618438243866,0.48361891508102417,0.001,0.6503871083259583,0.6413928270339966
3,0.7487587928771973,0.454531192779541,0.001,0.6386738419532776,0.6783850193023682
4,0.7733372449874878,0.43461811542510986,0.001,0.6744093894958496,0.6250841617584229
5,0.7777613997459412,0.4162599742412567,0.001,0.6736152768135071,0.6237313151359558
6,0.7812023758888245,0.413482129573822,0.001,0.6799682378768921,0.6231926083564758
7,0.7888708710670471,0.3984117805957794,0.001,0.6771888136863708,0.6251271367073059
8,0.7914761900901794,0.3872223496437073,0.001,0.6698431372642517,0.6615293025970459
9,0.7916236519813538,0.3823835849761963,0.001,0.7053802013397217,0.553440511226654
10,0.7977191209793091,0.37581199407577515,0.001,0.7039904594421387,0.5875890851020813
11,0.8062724471092224,0.36889612674713135,0.001,0.7067698836326599,0.5841367840766907
12,0.8087303042411804,0.3602655529975891,0.001,0.7129243612289429,0.5422353744506836
13,0.8120238184928894,0.35432860255241394,0.001,0.6851300597190857,0.6298423409461975
14,0.8063215613365173,0.35609641671180725,0.001,0.7137184739112854,0.545636773109436
15,0.8118271827697754,0.3442319333553314,0.001,0.732975959777832,0.515064537525177
16,0.8189549446105957,0.3321032226085663,0.001,0.7105419635772705,0.5815136432647705
17,0.8151206970214844,0.3425600826740265,0.001,0.6948580741882324,0.6102280020713806
18,0.8225433826446533,0.3364248275756836,0.001,0.6867182850837708,0.6256389021873474
19,0.8294253349304199,0.32235872745513916,0.000100000005,0.7059757709503174,0.5970240831375122
20,0.831440806388855,0.30981531739234924,0.000100000005,0.7107405066490173,0.5943863987922668
21,0.8319323658943176,0.31111466884613037,0.000100000005,0.7206670641899109,0.5747007727622986
22,0.8339477777481079,0.3057038486003876,1.0000001e-05,0.718880295753479,0.5790435671806335
23,0.8352258801460266,0.30179572105407715,1.0000001e-05,0.7204685211181641,0.5734355449676514
24,0.8351767063140869,0.3035232722759247,1.0000001e-05,0.7202699780464172,0.5744409561157227
25,0.8338494896888733,0.2994368076324463,1.0000001e-06,0.7210641503334045,0.5757550597190857
