epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9272477030754089,0.0010000000474974513,0.15242750942707062,0.9763748049736023,0.09260532259941101
1,0.9905127286911011,0.0010000000474974513,0.03124767541885376,0.9870954751968384,0.040501996874809265
2,0.994051992893219,0.0010000000474974513,0.018580902367830276,0.9930514097213745,0.018519001081585884
3,0.996509850025177,0.0010000000474974513,0.011572174727916718,0.9886837601661682,0.03009473718702793
4,0.9968539476394653,0.0010000000474974513,0.01003865897655487,0.9910660982131958,0.02207222394645214
5,0.9969522953033447,0.0010000000474974513,0.00827326811850071,0.9952352643013,0.012717564590275288
6,0.9977879524230957,0.0010000000474974513,0.006575274746865034,0.9996029138565063,0.0026968857273459435
7,0.998967707157135,0.0010000000474974513,0.002994663780555129,0.9992058873176575,0.001638247980736196
8,0.9988202452659607,0.0010000000474974513,0.003954283427447081,0.9948381781578064,0.013805740512907505
9,0.9974929690361023,0.0010000000474974513,0.007459608372300863,0.9962279200553894,0.009808176197111607
10,0.998377799987793,0.0010000000474974513,0.005732756108045578,0.9952352643013,0.016538934782147408
11,0.9982795119285583,0.00010000000474974513,0.0033185856882482767,0.9990073442459106,0.003609307110309601
12,0.9994592666625977,0.00010000000474974513,0.001411173027008772,0.9992058873176575,0.003003703663125634
13,0.9996559023857117,0.00010000000474974513,0.001301146810874343,0.9992058873176575,0.0025161965750157833
14,0.999557614326477,1.0000000656873453e-05,0.0010714448289945722,0.9994044303894043,0.002514755353331566
15,0.9999508261680603,1.0000000656873453e-05,0.0006849297205917537,0.9994044303894043,0.002483049640432
16,0.9999017119407654,1.0000000656873453e-05,0.0007904084632173181,0.9994044303894043,0.0024268210399895906
17,0.9997541904449463,1.0000001111620804e-06,0.0009984998032450676,0.9994044303894043,0.002470774808898568
