epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8690458536148071,0.251031756401062,0.001,0.9338892102241516,0.20466187596321106
1,0.9674089550971985,0.08178303390741348,0.001,0.9539408087730408,0.12375849485397339
2,0.9794032573699951,0.0526735782623291,0.001,0.9571173191070557,0.12942512333393097
3,0.9834340810775757,0.04412105679512024,0.001,0.9606909155845642,0.1129920482635498
4,0.9893820881843567,0.03011234477162361,0.001,0.9479849338531494,0.17989641427993774
5,0.9890871644020081,0.027091611176729202,0.001,0.9622791409492493,0.1195412129163742
6,0.9911025762557983,0.02285754680633545,0.001,0.9454039931297302,0.22168509662151337
7,0.9924789667129517,0.019669506698846817,0.000100000005,0.950367271900177,0.19381490349769592
8,0.994051992893219,0.01429770514369011,0.000100000005,0.9525511264801025,0.175423726439476
9,0.9943469762802124,0.014410816133022308,0.000100000005,0.9529482126235962,0.1836140900850296
10,0.995084285736084,0.01403838861733675,1.0000001e-05,0.9531466960906982,0.1848316341638565
11,0.9949368238449097,0.014568266458809376,1.0000001e-05,0.9543378949165344,0.1822788119316101
12,0.9941994547843933,0.01410118117928505,1.0000001e-05,0.9543378949165344,0.18228623270988464
13,0.9945927262306213,0.015011794865131378,1.0000001e-06,0.9545364379882812,0.17939406633377075
