epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8282455801963806,0.0010000000474974513,0.33786407113075256,0.8352193832397461,0.38198480010032654
1,0.9461731314659119,0.0010000000474974513,0.12793026864528656,0.9265435934066772,0.18078312277793884
2,0.9631322622299194,0.0010000000474974513,0.08891800045967102,0.8931903839111328,0.3090778887271881
3,0.9674580693244934,0.0010000000474974513,0.0819452702999115,0.9235656261444092,0.21435008943080902
4,0.9744383692741394,0.0010000000474974513,0.05986925587058067,0.9319038987159729,0.19873031973838806
5,0.9797964692115784,0.00010000000474974513,0.0424162782728672,0.9537423253059387,0.12765458226203918
6,0.9847121834754944,0.00010000000474974513,0.03419489786028862,0.955132007598877,0.1253419667482376
7,0.9866784811019897,0.00010000000474974513,0.03097904846072197,0.9596982598304749,0.11572708934545517
8,0.9882515072822571,0.00010000000474974513,0.029489580541849136,0.958109974861145,0.1189936175942421
9,0.9888413548469543,0.00010000000474974513,0.027783449739217758,0.9585070610046387,0.12381982803344727
10,0.9905127286911011,0.00010000000474974513,0.024295784533023834,0.9553305506706238,0.1290999948978424
11,0.9905127286911011,1.0000000656873453e-05,0.023136138916015625,0.9577129483222961,0.12347408384084702
12,0.991348385810852,1.0000000656873453e-05,0.0207870751619339,0.9593011736869812,0.12099436670541763
13,0.9904143810272217,1.0000000656873453e-05,0.022412050515413284,0.9593011736869812,0.11756928265094757
14,0.9918399453163147,1.0000001111620804e-06,0.02156800776720047,0.9589040875434875,0.11884421110153198
15,0.9916433095932007,1.0000001111620804e-06,0.021408066153526306,0.9585070610046387,0.11943798512220383
16,0.9913975596427917,1.0000001111620804e-06,0.0206129290163517,0.9583085179328918,0.11995214968919754
17,0.9921348690986633,9.999999974752427e-07,0.020285071805119514,0.9591026306152344,0.11919648945331573
